raw text,text_length,source
10 000 lei e numai bautura si nici aia toata :)))),50,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Ba ce ii cauta astia nod in papura =))),39,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"pentru cei care spun ca Hashul nu mai e relevant sau că e frustrat.. nu comparați audiența și activitatea lui Hash cu cea a lui Selly.
Din punctul meu de vedere Mikey Hash a fost mereu un om asumat, părerea lui e obiectivă și la fel ca oricine altcineva are dreptul sa și-o spună. Parerea voastră e subiectivă pentru ca majoritatea sunteți pupincuriști. Peace ✌🏽",362,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
5:30 respect pentru domnul cu Kodiaqu,37,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Primul vlogger e Bahoi,22,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Atât s-a putut.,15,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Nu nu ne pasa!,14,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"Doamne, ce om deștept e Hashul!",31,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
🙋‍♀️👍,5,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"Pai ba Mikey, tu esti ultima persoana care ar trebuii sa vorbeasca despre aroganta",82,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Bravo selly,11,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"Ati incercat sa il sunati, pe Shelly?????",41,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"la cât de ahtiat după publicitate e, cred că a chemat singur poliția :)) nu tot el și-a înscenat anul trecut un accident de mașină și a trimis presei? :))",154,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"M-a plictisit, zici că e Doza De Haș😉",37,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Doamne!!!! Toti nimeni ajung VEDETE... ( Ferească Dumnezeu)😂 Ce jirjimanie de om,80,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Toata lumea asculta manele degeaba se dau ei ca nu,50,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Va rupt seli la 20 de ani. Defapt de la 17/18 ani. Va ruuuppptttttt.....,72,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"Hass mo car ,Hașș",17,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
mare ciuda pe voi 😂,19,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Primul! =],10,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Mikey asta mai e relevant? :))),31,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"se pare ca a sărăcit Hash-ul asta , când vine la Măruță in emisiune sa vorbească de rău pe ce mai mare influencer din românia",125,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Ce legatura are asta educatia cu asta?????El a facut petrecere si ma repet🤮🤮Cluburile is deschise pana la ora 11 si acolo nu-s oameni????Sau cum...???,150,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Adevărul devine aroganta daca te pune intr-o lumina buna?,57,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Ce frustrat e Mickey😂😂🤣🤣,24,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
8:06 40-50 ce aberații 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️ erau doar cu doi oameni în plus față de maximul pe care îl prevede legea.,113,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Frustrat este Vlogerul asta ...tu când te afișezi cu BMW ... și etc,67,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
"Spune-ne tu, Mikey... ""Prin aceste momente în fața reflectoarelor își arată omul caracterul, își arată aroganțele și cumva asta o să-i tocească imaginea"" Din experiența proprie cuvintele astea, nu?",197,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
Cineva e frustrat ca altii i-au luat locul...,45,https://www.youtube.com/watch?v=aiJGsiQOTnI&t=1206s&ab_channel=CatalinMaruta
